DATE,BOSPOP
2000-01-01,4402.611
2001-01-01,4443.31
2002-01-01,4459.011
2003-01-01,4458.187
2004-01-01,4456.479
2005-01-01,4458.891
2006-01-01,4473.477
2007-01-01,4503.921
2008-01-01,4544.705
2009-01-01,4588.68
2010-01-01,4566.448
2011-01-01,4610.267
2012-01-01,4657.545
2013-01-01,4704.297
2014-01-01,4748.757
2015-01-01,4780.848
2016-01-01,4812.039
2017-01-01,4845.221
2018-01-01,4862.29
2019-01-01,4876.271
2020-01-01,4930.567
2021-01-01,4903.708
2022-01-01,4900.55
